,item_brand,item_name,item_price,item_link
1487,Montelliana 1965,Clara Lace-Up Boots with Fox Fur,$665,https://www.neimanmarcus.com/p/montelliana-1965-clara-lace-up-boots-with-fox-fur-prod224991052?childItemId=NMX4V5V_&navpath=cat000000_cat000141_cat47190746&page=12&position=47&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1488,Montelliana 1965,Camelia Boots with Shearling,$465,https://www.neimanmarcus.com/p/montelliana-1965-camelia-boots-with-shearling-prod224991055?childItemId=NMX4V5W_&navpath=cat000000_cat000141_cat47190746&page=12&position=48&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1489,Montelliana 1965,Marlena Leather Lace-Up Boots,$500,https://www.neimanmarcus.com/p/montelliana-1965-marlena-leather-lace-up-boots-prod224991079?childItemId=NMX4V5U_&navpath=cat000000_cat000141_cat47190746&page=12&position=49&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1490,Montelliana 1965,Clara Boots with Fox Fur,$620,https://www.neimanmarcus.com/p/montelliana-1965-clara-boots-with-fox-fur-prod225000236?childItemId=NMX4V60_&navpath=cat000000_cat000141_cat47190746&page=12&position=50&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1491,Montelliana 1965,Marlena Leopard Calf Hair Boots,$560,https://www.neimanmarcus.com/p/montelliana-1965-marlena-leopard-calf-hair-boots-prod225000253?childItemId=NMX4V61_&navpath=cat000000_cat000141_cat47190746&page=12&position=51&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1492,Manolo Blahnik,Susa Strappy Leather Slide Sandals,$675,https://www.neimanmarcus.com/p/manolo-blahnik-susa-strappy-leather-slide-sandals-prod225750516?childItemId=NMX4VV8_&navpath=cat000000_cat000141_cat47190746&page=12&position=52&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1493,Manolo Blahnik,Tituba Suede Slide Sandals,$775,https://www.neimanmarcus.com/p/manolo-blahnik-tituba-suede-slide-sandals-prod225750588?childItemId=NMX4VVC_&navpath=cat000000_cat000141_cat47190746&page=12&position=53&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1494,Manolo Blahnik,Susa Strappy Denim Slide Sandals,$695,https://www.neimanmarcus.com/p/manolo-blahnik-susa-strappy-denim-slide-sandals-prod225750618?childItemId=NMX4VV6_&navpath=cat000000_cat000141_cat47190746&page=12&position=54&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1495,Manolo Blahnik,Abbey Flat Cutout Leather Sandal,$725,https://www.neimanmarcus.com/p/manolo-blahnik-abbey-flat-cutout-leather-sandal-prod225750658?childItemId=NMX4VV3_&navpath=cat000000_cat000141_cat47190746&page=12&position=55&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1496,Manolo Blahnik,Hangisi Kitten-Heel Satin Slingback Pumps,$975,https://www.neimanmarcus.com/p/manolo-blahnik-hangisi-kitten-heel-satin-slingback-pumps-prod225750692?childItemId=NMX4VV7_&navpath=cat000000_cat000141_cat47190746&page=12&position=56&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1497,Manolo Blahnik,Oratasa Flat Leather Slide Sandals,$695,https://www.neimanmarcus.com/p/manolo-blahnik-oratasa-flat-leather-slide-sandals-prod225750717?childItemId=NMX4VV5_&navpath=cat000000_cat000141_cat47190746&page=12&position=57&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1498,Prada,Floral Patent Ankle Pumps,$790,https://www.neimanmarcus.com/p/prada-floral-patent-ankle-pumps-prod226350239?childItemId=NMX4WXU_&navpath=cat000000_cat000141_cat47190746&page=12&position=58&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1499,Prada,Suede Logo Loafer Pumps,$850,https://www.neimanmarcus.com/p/prada-suede-logo-loafer-pumps-prod226380032?childItemId=NMX4W20_&navpath=cat000000_cat000141_cat47190746&page=12&position=59&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1500,Prada,Low Gladiator Chunky Sandals,$790,https://www.neimanmarcus.com/p/prada-low-gladiator-chunky-sandals-prod226380041?childItemId=NMX4W1W_&navpath=cat000000_cat000141_cat47190746&page=12&position=60&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1501,Prada,45mm High Gladiator Sandals,$850,https://www.neimanmarcus.com/p/prada-45mm-high-gladiator-sandals-prod226380113?childItemId=NMX4W1U_&navpath=cat000000_cat000141_cat47190746&page=12&position=61&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1502,Moncler,Tilda Leather Faux-Fur Lace-Up Boots,$875,https://www.neimanmarcus.com/p/moncler-tilda-leather-faux-fur-lace-up-boots-prod221930487?childItemId=NMX4PSM_&navpath=cat000000_cat000141_cat47190746&page=12&position=62&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1503,Frye,Harness 12R Leather Boots,$388,https://www.neimanmarcus.com/p/frye-harness-12r-leather-boots-prod224630056?childItemId=NMX4UMR_&navpath=cat000000_cat000141_cat47190746&page=12&position=63&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1504,Frye,Carson Rugged Leather Moto Harness Boots,$398,https://www.neimanmarcus.com/p/frye-carson-rugged-leather-moto-harness-boots-prod224630057?childItemId=NMX4UMZ_&navpath=cat000000_cat000141_cat47190746&page=12&position=64&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1505,Prada,Logo Sport Chunky Sandals,$650,https://www.neimanmarcus.com/p/prada-logo-sport-chunky-sandals-prod226350267?childItemId=NMX4W37_&navpath=cat000000_cat000141_cat47190746&page=12&position=65&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1506,Prada,Exaggerated Tech Caged Lace-Up Chunky Sneakers,$895,https://www.neimanmarcus.com/p/prada-exaggerated-tech-caged-lace-up-chunky-sneakers-prod226350299?childItemId=NMX4W2B_&navpath=cat000000_cat000141_cat47190746&page=12&position=66&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1507,Prada,High-Top Logo Chunky Sneakers,$650,https://www.neimanmarcus.com/p/prada-high-top-logo-chunky-sneakers-prod226350355?childItemId=NMX4WXK_&navpath=cat000000_cat000141_cat47190746&page=12&position=67&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1508,Bernardo,Luna Leather Knotted Booties,$198,https://www.neimanmarcus.com/p/bernardo-luna-leather-knotted-booties-prod226950202?childItemId=NMX4XLW_&navpath=cat000000_cat000141_cat47190746&page=12&position=68&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1509,Christian Louboutin,Brigitta Zip Red Sole Booties,"$1,295",https://www.neimanmarcus.com/p/christian-louboutin-brigitta-zip-red-sole-booties-prod224020237?childItemId=NMX4TFP_&navpath=cat000000_cat000141_cat47190746&page=12&position=69&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1510,Christian Louboutin,Pira Ryad Leopard Red Sole Espadrilles,$795,https://www.neimanmarcus.com/p/christian-louboutin-pira-ryad-leopard-red-sole-espadrilles-prod224030012?childItemId=NMX4TE7_&navpath=cat000000_cat000141_cat47190746&page=12&position=70&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1511,Alice + Olivia,Creda Leopard Calf Hair Pumps,$375,https://www.neimanmarcus.com/p/alice-olivia-creda-leopard-calf-hair-pumps-prod225000102?childItemId=NMX4V5K_&navpath=cat000000_cat000141_cat47190746&page=12&position=71&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1512,Givenchy,Elegant Studded Croco-Print Booties,"$1,450",https://www.neimanmarcus.com/p/givenchy-elegant-studded-croco-print-booties-prod225430072?childItemId=NMX4VN0_&navpath=cat000000_cat000141_cat47190746&page=12&position=72&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1513,Givenchy,Elegant Studded Leather Sandals,$875,https://www.neimanmarcus.com/p/givenchy-elegant-studded-leather-sandals-prod225430145?childItemId=NMX4VNA_&navpath=cat000000_cat000141_cat47190746&page=12&position=73&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1514,Alice + Olivia,Marcile Stiletto Crystal Mules,$395,https://www.neimanmarcus.com/p/alice-olivia-marcile-stiletto-crystal-mules-prod226910130?childItemId=NMX4XMG_&navpath=cat000000_cat000141_cat47190746&page=12&position=74&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1515,Alice + Olivia,Westra Western Booties,$475,https://www.neimanmarcus.com/p/alice-olivia-westra-western-booties-prod226910156?childItemId=NMX4XMC_&navpath=cat000000_cat000141_cat47190746&page=12&position=75&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1516,Alice + Olivia,Falyn Neon Platform Sneakers,$250,https://www.neimanmarcus.com/p/alice-olivia-falyn-neon-platform-sneakers-prod226920042?childItemId=NMX4XM7_&navpath=cat000000_cat000141_cat47190746&page=12&position=76&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1517,Chloe,Lauren Scalloped Suede Block-Heel Pumps,$570,https://www.neimanmarcus.com/p/chloe-lauren-scalloped-suede-block-heel-pumps-prod219430473?childItemId=NMX4L5X_&navpath=cat000000_cat000141_cat47190746&page=12&position=77&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1518,Cole Haan,Zerogrand Leather & Wool Hiker Boots,$180,https://www.neimanmarcus.com/p/cole-haan-zerogrand-leather-wool-hiker-boots-prod224200085?childItemId=NMX4TVX_&navpath=cat000000_cat000141_cat47190746&page=12&position=78&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1519,Cole Haan,Zerogrand Leather & Wool Hiker Boots,$180,https://www.neimanmarcus.com/p/cole-haan-zerogrand-leather-wool-hiker-boots-prod224220318?childItemId=NMX4TVH_&navpath=cat000000_cat000141_cat47190746&page=12&position=79&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1520,Cole Haan,Zerogrand Leather & Wool Hiker Boots,$180,https://www.neimanmarcus.com/p/cole-haan-zerogrand-leather-wool-hiker-boots-prod224220358?childItemId=NMX4TVJ_&navpath=cat000000_cat000141_cat47190746&page=12&position=80&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1521,Cole Haan,Zerogrand Leather & Wool Hiker Boots,$180,https://www.neimanmarcus.com/p/cole-haan-zerogrand-leather-wool-hiker-boots-prod224220455?childItemId=NMX4TVK_&navpath=cat000000_cat000141_cat47190746&page=12&position=81&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1522,Sorel,Harlow Lux Boots with Fur Trim,$200,https://www.neimanmarcus.com/p/sorel-harlow-lux-boots-with-fur-trim-prod224700440?childItemId=NMX4QSM_&navpath=cat000000_cat000141_cat47190746&page=12&position=82&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1523,TOM FORD,Open-Toe Leather Slingback Pumps,"$1,350",https://www.neimanmarcus.com/p/tom-ford-open-toe-leather-slingback-pumps-prod225240524?childItemId=NMX4VE2_&navpath=cat000000_cat000141_cat47190746&page=12&position=83&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1524,Sophia Webster,Evangeline Wing Metallic Sandals,$595,https://www.neimanmarcus.com/p/sophia-webster-evangeline-wing-metallic-sandals-prod225650107?childItemId=NMX4VRN_&navpath=cat000000_cat000141_cat47190746&page=12&position=84&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1525,Fendi,FF Wedge Sandals,$950,https://www.neimanmarcus.com/p/fendi-ff-wedge-sandals-prod226120094?childItemId=NMX4WAS_&navpath=cat000000_cat000141_cat47190746&page=12&position=85&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1526,Fendi,Colibri FF Mesh Mules,$690,https://www.neimanmarcus.com/p/fendi-colibri-ff-mesh-mules-prod226130068?childItemId=NMX4WAE_&navpath=cat000000_cat000141_cat47190746&page=12&position=86&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1527,Fendi,Flatform FF Ankle-Strap Sandals,$850,https://www.neimanmarcus.com/p/fendi-flatform-ff-ankle-strap-sandals-prod226130081?childItemId=NMX4WAL_&navpath=cat000000_cat000141_cat47190746&page=12&position=87&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1528,Fendi,FFreedom Metallic High-Top Sneakers,$850,https://www.neimanmarcus.com/p/fendi-ffreedom-metallic-high-top-sneakers-prod226130091?childItemId=NMX4WAN_&navpath=cat000000_cat000141_cat47190746&page=12&position=88&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1529,Fendi,Shiny Platform Zip Booties,$890,https://www.neimanmarcus.com/p/fendi-shiny-platform-zip-booties-prod226120529?childItemId=NMX4WEP_&navpath=cat000000_cat000141_cat47190746&page=12&position=89&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1530,Fendi,FFreedom High-Top Sneakers,$790,https://www.neimanmarcus.com/p/fendi-ffreedom-high-top-sneakers-prod226120531?childItemId=NMX4WEQ_&navpath=cat000000_cat000141_cat47190746&page=12&position=90&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1531,Fendi,FF Mesh Gored Booties,"$1,100",https://www.neimanmarcus.com/p/fendi-ff-mesh-gored-booties-prod226120535?childItemId=NMX4WEH_&navpath=cat000000_cat000141_cat47190746&page=12&position=91&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1532,Fendi,FFreedom High-Top Leather Sneakers,$850,https://www.neimanmarcus.com/p/fendi-ffreedom-high-top-leather-sneakers-prod226120539?childItemId=NMX4WEJ_&navpath=cat000000_cat000141_cat47190746&page=12&position=92&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1533,Fendi,FFreedom Stretch Lace-Up Sneakers,$590,https://www.neimanmarcus.com/p/fendi-ffreedom-stretch-lace-up-sneakers-prod226140087?childItemId=NMX4WEL_&navpath=cat000000_cat000141_cat47190746&page=12&position=93&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1534,Frye,Billy Tall Leather Western Boots,$378,https://www.neimanmarcus.com/p/frye-billy-tall-leather-western-boots-prod224620028?childItemId=NMX4ULM_&navpath=cat000000_cat000141_cat47190746&page=12&position=94&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1535,Frye,Essa Tall Suede Moto Harness Boots,$458,https://www.neimanmarcus.com/p/frye-essa-tall-suede-moto-harness-boots-prod224620034?childItemId=NMX4UNA_&navpath=cat000000_cat000141_cat47190746&page=12&position=95&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1536,Frye,Veronica Beaded Rugged Leather Moto Booties,$398,https://www.neimanmarcus.com/p/frye-veronica-beaded-rugged-leather-moto-booties-prod224620036?childItemId=NMX4UNJ_&navpath=cat000000_cat000141_cat47190746&page=12&position=96&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1537,Frye,Alta Hiker Lace-Up Booties,$398,https://www.neimanmarcus.com/p/frye-alta-hiker-lace-up-booties-prod224630012?childItemId=NMX4UM9_&navpath=cat000000_cat000141_cat47190746&page=12&position=97&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1538,Frye,Veronica Rugged Leather Tall Moto Boots,$428,https://www.neimanmarcus.com/p/frye-veronica-rugged-leather-tall-moto-boots-prod224630021?childItemId=NMX4UM5_&navpath=cat000000_cat000141_cat47190746&page=12&position=98&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1539,Frye,Essa Tall Leather Moto Harness Boots,$458,https://www.neimanmarcus.com/p/frye-essa-tall-leather-moto-harness-boots-prod224630049?childItemId=NMX4UNF_&navpath=cat000000_cat000141_cat47190746&page=12&position=99&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1540,Frye,Samantha Stud Hiker Booties,$428,https://www.neimanmarcus.com/p/frye-samantha-stud-hiker-booties-prod224630051?childItemId=NMX4UNB_&navpath=cat000000_cat000141_cat47190746&page=12&position=100&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1541,Botkier,Carlie Slide Suede Sandals,$128,https://www.neimanmarcus.com/p/botkier-carlie-slide-suede-sandals-prod226950096?childItemId=NMX4XLD_&navpath=cat000000_cat000141_cat47190746&page=12&position=101&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1542,Salvatore Ferragamo,Osimo Platform Pumps with Vara Bow,$830,https://www.neimanmarcus.com/p/salvatore-ferragamo-osimo-platform-pumps-with-vara-bow-prod225610034?childItemId=NMX4VPG_&navpath=cat000000_cat000141_cat47190746&page=12&position=102&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1543,Montelliana 1965,Marlena Metallic Sneaker Boots,$500,https://www.neimanmarcus.com/p/montelliana-1965-marlena-metallic-sneaker-boots-prod224991216?childItemId=NMX4V64_&navpath=cat000000_cat000141_cat47190746&page=12&position=103&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1544,UGG,Hazel Water-Resistant Gored Booties,$150,https://www.neimanmarcus.com/p/ugg-hazel-water-resistant-gored-booties-prod223240607?childItemId=NMX4S8M_&navpath=cat000000_cat000141_cat47190746&page=12&position=104&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1545,Isa Tapia,Canova Suede Flat Mules,$295,https://www.neimanmarcus.com/p/isa-tapia-canova-suede-flat-mules-prod225100126?childItemId=NMX4V7A_&navpath=cat000000_cat000141_cat47190746&page=12&position=105&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1546,Isa Tapia,Amor Heel Slide Sandals,$395,https://www.neimanmarcus.com/p/isa-tapia-amor-heel-slide-sandals-prod225100239?childItemId=NMX4V7T_&navpath=cat000000_cat000141_cat47190746&page=12&position=106&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1547,Gravati,Tall Napa Buckle Riding Boots,"$1,095",https://www.neimanmarcus.com/p/gravati-tall-napa-buckle-riding-boots-prod223590239?childItemId=NMX4T3M_&navpath=cat000000_cat000141_cat47190746&page=12&position=107&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1548,Sigerson Morrison,Tabathaly Leopard-Print Cutout Ankle Booties,$325,https://www.neimanmarcus.com/p/sigerson-morrison-tabathaly-leopard-print-cutout-ankle-booties-prod224170426?childItemId=NMX4TU1_&navpath=cat000000_cat000141_cat47190746&page=12&position=108&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1549,Sigerson Morrison,Kaden Snake-Print Leather Slide Mules,$295,https://www.neimanmarcus.com/p/sigerson-morrison-kaden-snake-print-leather-slide-mules-prod224580297?childItemId=NMX4UL8_&navpath=cat000000_cat000141_cat47190746&page=12&position=109&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1550,Tretorn,Loyola 10 Leopard-Print Fur Trainer Sneakers,$110,https://www.neimanmarcus.com/p/tretorn-loyola-10-leopard-print-fur-trainer-sneakers-prod225100330?childItemId=NMX4UZV_&navpath=cat000000_cat000141_cat47190746&page=12&position=110&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1551,kate spade new york,adalyn block-heel leather booties,$298,https://www.neimanmarcus.com/p/kate-spade-new-york-adalyn-block-heel-leather-booties-prod225400230?childItemId=NMX4VLD_&navpath=cat000000_cat000141_cat47190746&page=12&position=111&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1552,Salvatore Ferragamo,Zeri Mid-Heel Leather Bow Pumps,$675,https://www.neimanmarcus.com/p/salvatore-ferragamo-zeri-mid-heel-leather-bow-pumps-prod225580302?childItemId=NMX4VPP_&navpath=cat000000_cat000141_cat47190746&page=12&position=112&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1553,Salvatore Ferragamo,Vara Icon Patent Bow Pumps,$595,https://www.neimanmarcus.com/p/salvatore-ferragamo-vara-icon-patent-bow-pumps-prod225610036?childItemId=NMX4VPM_&navpath=cat000000_cat000141_cat47190746&page=12&position=113&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1554,Sesto Meucci,"Nicole Woven Leather Loafer, Black",$255,https://www.neimanmarcus.com/p/sesto-meucci-nicole-woven-leather-loafer-black-prod226980044?childItemId=NMS1XEC_&navpath=cat000000_cat000141_cat47190746&page=12&position=114&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1555,Salvatore Ferragamo,Berra Reversible Gancini Drivers,$550,https://www.neimanmarcus.com/p/salvatore-ferragamo-berra-reversible-gancini-drivers-prod225580231?childItemId=NMX4VPF_&navpath=cat000000_cat000141_cat47190746&page=12&position=115&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
1556,Marc Fisher LTD,Tacily Leopard Chelsea Booties,$168,https://www.neimanmarcus.com/p/marc-fisher-ltd-tacily-leopard-chelsea-booties-prod223430080?childItemId=NMX4SUM_&navpath=cat000000_cat000141_cat47190746&page=12&position=116&uuid=PDP_PAGINATION_9fd4c84ee4d674e52fab226a0dfc46de_hKxLSqbiEtSXAWM5RXTgt-jikY-uADz3LRR2isZq.jsession
